id,category,fromdate,todate,sourcename,title,url,seendate,sourcecountry,language,sentiment
857122882,Election,06/10/2024,05/11/2024,yahoo.com,Georgia State Election Board and Atlanta Fulton County spar over election monitor plan,https://www.yahoo.com/news/georgia-state-election-board-atlanta-081730299.html,20241009T091500Z,United States,English,0
216906644,Election,06/10/2024,05/11/2024,cnn.com,Republicans appeal Georgia judge ruling striking down controversial new election rules,https://www.cnn.com/2024/10/17/politics/republicans-appeal-georgia-election-rules/,20241018T090000Z,United States,English,1
253294148,Election,06/10/2024,05/11/2024,abcnews.go.com,  Fight for your life : Georgia election workers prepare for election under cloud of threats,https://abcnews.go.com/US/fight-life-georgia-election-workers-prepare-election-cloud/story?id=114534148,20241006T160000Z,United States,English,0
459192478,Election,06/10/2024,05/11/2024,abcnews.go.com,Georgia State Election Board and Atlanta Fulton County spar over election monitor plan,https://abcnews.go.com/Politics/wireStory/georgia-state-election-board-atlantas-fulton-county-spar-114622365,20241008T231500Z,United States,English,0
512252189,Election,06/10/2024,05/11/2024,orlandosentinel.com,How early voting before Election Day became widespread,https://www.orlandosentinel.com/2024/10/12/advance-early-voting-absentee-mail-ballots/,20241012T141500Z,United States,English,1
896908393,Election,06/10/2024,05/11/2024,sandiegouniontribune.com,How early voting before Election Day became widespread,https://www.sandiegouniontribune.com/2024/10/12/advance-early-voting-absentee-mail-ballots/,20241012T121500Z,United States,English,1
349581956,Election,06/10/2024,05/11/2024,bostonherald.com,How early voting before Election Day became widespread,https://www.bostonherald.com/2024/10/12/advance-early-voting-absentee-mail-ballots/,20241012T133000Z,United States,English,1
584955459,Election,06/10/2024,05/11/2024,bostonglobe.com,Georgia judge blocks ballot counting rule and says county officials must certify election results,https://www.bostonglobe.com/2024/10/15/nation/georgia-judge-blocks-ballot-counting-rule-says-county-officials-must-certify-election-results/,20241016T033000Z,United States,English,0
750854078,Election,06/10/2024,05/11/2024,yahoo.com,NBC Kristen Welker Grills GOP Senator On Whether Hell  Definitely  Say Trump Lost In 2020,https://www.yahoo.com/news/nbcs-kristen-welker-grills-gop-065135019.html,20241007T074500Z,United States,English,0
141988511,Election,06/10/2024,05/11/2024,voanews.com,Georgia judge blocks elections rules backed by pro - Trump Republicans,https://www.voanews.com/a/georgia-judge-blocks-elections-rules-backed-by-pro-trump-republicans/7825400.html,20241017T021500Z,United States,English,0
300612285,Election,06/10/2024,05/11/2024,yahoo.com,"Democrats raise , spend more in Iowa top contested congressional races , new reports show",https://www.yahoo.com/news/democrats-raise-spend-more-iowas-182617954.html,20241016T194500Z,United States,English,1
898209361,Election,06/10/2024,05/11/2024,yahoo.com,"US Attorney Office says it will be looking into reports of Election Day threats , fraud",https://www.yahoo.com/news/us-attorney-office-says-looking-152609908.html,20241018T174500Z,United States,English,0
917942666,Election,06/10/2024,05/11/2024,talkingpointsmemo.com,Fulton County Judge Derails Georgia Election Board Last Minute Plans,https://talkingpointsmemo.com/news/fulton-county-judge-derails-georgia-election-boards-last-minute-plans,20241016T180000Z,United States,English,0
951564915,Election,06/10/2024,05/11/2024,mynorthwest.com,How AP uses expected vote instead of  precincts reporting  when determining a winner,https://mynorthwest.com/3995703/how-ap-uses-expected-vote-instead-of-precincts-reporting-when-determining-a-winner/,20241008T193000Z,United States,English,-1
689000598,Election,06/10/2024,05/11/2024,yahoo.com,Georgia elections officials dont expect major voting delays due to storm damage,https://www.yahoo.com/news/georgia-elections-officials-don-t-205623476.html,20241007T220000Z,United States,English,-1
365146852,Election,06/10/2024,05/11/2024,yahoo.com,"Florida has nearly all ballots counted on Election Day , while California can take weeks . This is why",https://www.yahoo.com/news/florida-nearly-ballots-counted-election-003516824.html,20241009T034500Z,United States,English,1
987225094,Election,06/10/2024,05/11/2024,bostonglobe.com,Key election officials swap tips and offer support in preparation for a 2020 repeat,https://www.bostonglobe.com/2024/10/09/nation/2024-election-officials-integrity/,20241009T133000Z,United States,English,0
229741668,Election,06/10/2024,05/11/2024,wgbh.org,This year Electoral College map may show another  blue shift . Here why,https://www.wgbh.org/news/national/2024-10-07/this-years-electoral-college-map-may-show-another-blue-shift-heres-why,20241007T143000Z,United States,English,0
447904083,Election,06/10/2024,05/11/2024,wgbh.org,This year Electoral College map may show another  blue shift . Here why,https://www.wgbh.org/news/2024-10-07/this-years-electoral-college-map-may-show-another-blue-shift-heres-why,20241007T191500Z,United States,English,0
880291645,Election,06/10/2024,05/11/2024,newsweek.com,Judge McBurney Cites Jan . 6 as Reason for Stopping Georgia Hand Count Vote,https://www.newsweek.com/election-georgia-atlanta-hand-count-donald-trump-kamala-harris-judge-mcburney-1969758,20241016T104500Z,United States,English,0
648188230,Election,06/10/2024,05/11/2024,thefederalist.com,Judge : GA Counties Must Certify Even  Non - Sensical  Election Results,https://thefederalist.com/2024/10/15/ga-judge-rules-election-officials-must-rubber-stamp-results-even-if-they-are-non-sensical/,20241016T000000Z,United States,English,0
428064809,Election,06/10/2024,05/11/2024,yahoo.com,Election officials who back Trump  Big Lie  stir concern in swing states,https://www.yahoo.com/news/election-officials-back-trump-big-100223925.html,20241008T104500Z,United States,English,0
563480618,Election,06/10/2024,05/11/2024,newsweek.com,US Postal Service Issues Advice on Voting by Mail,https://www.newsweek.com/postal-service-advice-mail-voting-1971117,20241018T140000Z,United States,English,0
120967915,Election,06/10/2024,05/11/2024,fox4news.com,Today is the last day to register to vote in Texas,https://www.fox4news.com/election/today-is-last-day-register-vote-texas-2024,20241007T133000Z,United States,English,0
527105838,Election,06/10/2024,05/11/2024,abcnews.go.com,New election rules in Georgia are in flux with voting underway,https://abcnews.go.com/US/wireStory/new-election-rules-georgia-flux-voting-underway-114867345,20241016T194500Z,United States,English,1
625817025,Election,06/10/2024,05/11/2024,abcnews.go.com,New election rules in Georgia are in flux with voting underway,https://abcnews.go.com/Politics/wireStory/new-election-rules-georgia-flux-voting-underway-114867347,20241016T214500Z,United States,English,1
915649654,Election,06/10/2024,05/11/2024,ajc.com,"Judge strikes down new Georgia Election Board rules as  illegal , unconstitutional and void  ",https://www.ajc.com/politics/judge-strikes-down-new-georgia-rules-on-election-certification/S53EMUY5LVBFLNFV2RURDBMZZI/,20241017T011500Z,United States,English,-1
126490440,Election,06/10/2024,05/11/2024,cbsnews.com,"Georgia judge invalidates controversial new state election rules , calling them  illegal , unconstitutional and void  ",https://www.cbsnews.com/news/georgia-judge-invalidates-new-state-election-rules/,20241016T233000Z,United States,English,1
713309913,Election,06/10/2024,05/11/2024,yahoo.com,  Georgia is a warning to us all : Last - minute rule changes could bring chaos to the election process,https://www.yahoo.com/news/georgia-warning-us-last-minute-200429596.html,20241016T231500Z,United States,English,0
567890000,Election,06/10/2024,05/11/2024,adn.com,"Johnson wont say Biden won in 2020 , raising worries on 2024 process",https://www.adn.com/nation-world/2024/10/06/johnson-wont-say-biden-won-in-2020-raising-worries-on-2024s-process/,20241007T000000Z,United States,English,0
955258022,Election,06/10/2024,05/11/2024,bostonglobe.com,Judge invalidates Georgia election rules,https://www.bostonglobe.com/2024/10/16/nation/judge-invalidates-new-georgia-election-rules-including-ones-ballot-hand-count-certification/,20241017T003000Z,United States,English,0
915953396,Election,06/10/2024,05/11/2024,dallasnews.com,Texa new poll watcher protections will be put to the test in 2024 election,https://www.dallasnews.com/news/politics/2024/10/07/texas-new-poll-watcher-protections-will-be-put-to-the-test-in-2024-election/,20241007T133000Z,United States,English,1
230948846,Election,06/10/2024,05/11/2024,mercurynews.com,How does Election Day work in the US,https://www.mercurynews.com/2024/10/14/election-day-voting-security/,20241014T190000Z,United States,English,0
735615195,Election,06/10/2024,05/11/2024,cbsnews.com,Georgia judge rules election officials cant delay certification because of fraud concerns,https://www.cbsnews.com/news/georgia-election-certification-judge-fraud-concerns/,20241015T173000Z,United States,English,0
189938519,Election,06/10/2024,05/11/2024,6abc.com,Pennsylvania high court declines to decide mail - in ballot issues before election,https://6abc.com/pennsylvania-high-court-declines-decide-mail-ballot-issues-before-election/15398858/,20241007T000000Z,United States,English,1
471286149,Election,06/10/2024,05/11/2024,edition.cnn.com,Judge pauses rule that would require Georgia counties to hand - count ballots,https://edition.cnn.com/2024/10/15/politics/georgia-hand-count-ballots-judge-paused/,20241016T050000Z,United States,English,0
233569486,Election,06/10/2024,05/11/2024,us.cnn.com,Judge pauses rule that would require Georgia counties to hand - count ballots,https://us.cnn.com/2024/10/15/politics/georgia-hand-count-ballots-judge-paused/,20241016T031500Z,United States,English,0
529472681,Election,06/10/2024,05/11/2024,yahoo.com,Mike Kehoe wont admit Biden won the 2020 election . He used to say  accept the results  ,https://www.yahoo.com/news/mike-kehoe-won-t-admit-211207825.html,20241007T213000Z,United States,English,0
581682144,Election,06/10/2024,05/11/2024,orlandosentinel.com,Georgia judge blocks ballot counting rule,https://www.orlandosentinel.com/2024/10/16/election-rules-georgia-certification/,20241016T174500Z,United States,English,0
949885716,Election,06/10/2024,05/11/2024,yahoo.com,Republicans appeal Georgia judge ruling striking down controversial new election rules,https://www.yahoo.com/news/republicans-appeal-georgia-judge-ruling-021139690.html,20241018T033000Z,United States,English,1
673747594,Election,06/10/2024,05/11/2024,sandiegouniontribune.com,Georgia judge blocks ballot counting rule,https://www.sandiegouniontribune.com/2024/10/16/election-rules-georgia-certification/,20241016T170000Z,United States,English,0
263010518,Election,06/10/2024,05/11/2024,bostonherald.com,Georgia judge blocks ballot counting rule,https://www.bostonherald.com/2024/10/16/election-rules-georgia-certification/,20241016T171500Z,United States,English,0
480906223,Election,06/10/2024,05/11/2024,aol.com,Republicans appeal Georgia judge ruling striking down controversial new election rules,https://www.aol.com/republicans-appeal-georgia-judge-ruling-021139347.html,20241018T041500Z,United States,English,1
209580245,Election,06/10/2024,05/11/2024,thefederalist.com,Emails :  Zuckbuck Group Coached WI Clerk On  Misinformation  ,https://thefederalist.com/2024/10/07/emails-zuckbucks-group-coached-madison-clerk-on-combating-election-misinformation/,20241007T221500Z,United States,English,0
652437964,Election,06/10/2024,05/11/2024,bostonglobe.com,"For US adversaries , Election Day wont mean the end to efforts to influence Americans",https://www.bostonglobe.com/2024/10/07/nation/us-adversaries-election-day-wont-mean-end-efforts-influence-americans/,20241007T043000Z,United States,English,-1
448080646,Election,06/10/2024,05/11/2024,wsbtv.com,Georgia State Election Board and Atlanta Fulton County spar over election monitor plan – WSB - TV Channel 2,https://www.wsbtv.com/news/local/fulton-county/georgia-state-election-board-atlantas-fulton-county-spar-over-election-monitor-plan/6LI6DKHPWJGYBMQMIEMKD2LROQ/,20241009T123000Z,United States,English,0
925463316,Election,06/10/2024,05/11/2024,yahoo.com,Midwest secretaries of state host election security and integrity summit in Nebraska,https://www.yahoo.com/news/midwest-secretaries-state-host-election-022547021.html,20241010T040000Z,United States,English,0
306891707,Election,06/10/2024,05/11/2024,yahoo.com,Midwest secretaries of state host election security and integrity summit in Nebraska,https://www.yahoo.com/news/midwest-secretaries-state-host-election-014607044.html,20241011T023000Z,United States,English,0
630302232,Election,06/10/2024,05/11/2024,abc11.com,Georgia judge rules certification of election results is  mandatory  ,https://abc11.com/georgia-judge-rules-certification-of-election-results-is-mandatory/15431177/,20241015T183000Z,United States,English,0
194576501,Election,06/10/2024,05/11/2024,wcti12.com,"Judge blocks Georgia hand count ballot rule , citing potential chaos",https://www.wcti12.com/news/nation-world/superior-court-judge-robert-mcburney-blocks-georgias-hand-count-ballot-rule-citing-potential-chaos-election-day-democrat-republican-donald-trump-kamala-harris-poll-workers-cobb-fulton-county-early-voting,20241016T141500Z,United States,English,0
885188774,Election,06/10/2024,05/11/2024,mercurynews.com,How AP uses expected vote instead of  precincts reporting  ,https://www.mercurynews.com/2024/10/13/expected-vote-turnout-precincts-reporting-elections/,20241013T153000Z,United States,English,-1
228488676,Election,06/10/2024,05/11/2024,thefederalist.com,GA Judge Nixes Election Integrity Rules Weeks Before Election,https://thefederalist.com/2024/10/17/georgia-judge-dismantles-election-integrity-rules-weeks-before-election-day/,20241018T000000Z,United States,English,0
845390581,Election,06/10/2024,05/11/2024,wxii12.com,A judge has blocked a new rule that requires Georgia Election Day ballots to be counted by hand after the close of voting,https://www.wxii12.com/article/georgia-judge-blocks-ballot-counting-rule/62617277,20241016T054500Z,United States,English,1
177626800,Election,06/10/2024,05/11/2024,yahoo.com,"2024 election update : Trump technical difficulties , Harris with Lizzo , Usher",https://www.yahoo.com/news/2024-election-trumps-technical-difficulties-154714098.html,20241019T201500Z,United States,English,0
764920796,Election,06/10/2024,05/11/2024,yahoo.com,JD Vance falsely claims Donald Trump didnt lose 2020 election,https://www.yahoo.com/news/jd-vance-falsely-claims-donald-124229192.html,20241017T131500Z,United States,English,-1
123734786,Election,06/10/2024,05/11/2024,wsbtv.com,GA judge blocks hand - counting ballot rule,https://www.wsbtv.com/news/local/atlanta/ga-judge-blocks-ballot-counting-rule-says-county-officials-must-certify-election-results/C6T4UW3YLJHQNBC4A3IEPQDGRI/,20241016T054500Z,United States,English,0
596154524,Election,06/10/2024,05/11/2024,11alive.com,Gabriel Sterling talks ahead of upcoming 2024 election,https://www.11alive.com/article/news/politics/the-georgia-vote/gabriel-sterling-interview-upcoming-2024-election/85-6bf98464-20d4-45dd-ad49-bce2ed4259dc,20241012T024500Z,United States,English,0
864780474,Election,06/10/2024,05/11/2024,abcnews.go.com,Why and how AP counts the vote for thousands of US elections,https://abcnews.go.com/Politics/wireStory/ap-counts-vote-thousands-us-elections-114615364,20241008T231500Z,United States,English,0
276768735,Election,06/10/2024,05/11/2024,salon.com,Judge rejects Georgia rule that could have delayed election results by requiring hand count of votes,https://www.salon.com/2024/10/16/rejects-georgia-rule-that-could-have-delayed-results-by-requiring-hand-count-of-votes/,20241016T193000Z,United States,English,0
875758614,Election,06/10/2024,05/11/2024,yahoo.com,Georgia judge blocks elections rules backed by Pro - Trump Republicans,https://www.yahoo.com/news/georgia-judge-blocks-elections-rules-233044094.html,20241017T000000Z,United States,English,0
981018317,Election,06/10/2024,05/11/2024,mynorthwest.com,"Florida has nearly all ballots counted on Election Day , while California can take weeks . This is why",https://mynorthwest.com/3995775/florida-has-nearly-all-ballots-counted-on-election-day-while-california-can-take-weeks-this-is-why/,20241008T230000Z,United States,English,1
607140510,Election,06/10/2024,05/11/2024,baltimoresun.com,How AP uses expected vote instead of  precincts reporting  ,https://www.baltimoresun.com/2024/10/13/expected-vote-turnout-precincts-reporting-elections/,20241013T120000Z,United States,English,-1
526267890,Election,06/10/2024,05/11/2024,fox4news.com,Tarrant County election security measures could slow election night results,https://www.fox4news.com/news/tarrant-county-election-security-tim-ohare,20241017T000000Z,United States,English,-1
581449293,Election,06/10/2024,05/11/2024,governing.com,Turnover Doesnt Mean Election Officials Arent Up to the Job,https://www.governing.com/politics/turnover-doesnt-mean-election-officials-arent-up-to-the-job,20241007T051500Z,United States,English,-1
